,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,NC1.0,CNT,Fire Alarm
19995,16.679000000000002,48.31,1184.0,400.0,12933.0,19426,938.727,1.74,1.869,19995,True
19996,16.67,48.25,981.0,400.0,12938.0,19438,938.718,1.79,1.926,19996,True
19997,16.660999999999998,48.15,1189.0,400.0,12932.0,19434,938.714,1.85,1.983,19997,True
19998,16.651,48.09,1159.0,400.0,12933.0,19430,938.726,1.85,1.983,19998,True
19999,16.642,48.0,1208.0,400.0,12932.0,19435,938.727,1.82,1.958,19999,True
20000,16.633,47.94,1193.0,400.0,12933.0,19428,938.722,1.8,1.936,20000,True
20001,16.624000000000002,47.89,1208.0,401.0,12934.0,19428,938.722,1.77,1.895,20001,True
20002,16.614,47.83,1174.0,400.0,12930.0,19427,938.72,1.75,1.875,20002,True
20003,16.605,47.75,1208.0,400.0,12927.0,19426,938.724,1.73,1.852,20003,True
20004,16.596,47.74,1178.0,406.0,12924.0,19425,938.732,1.7,1.824,20004,True
20005,16.586,47.68,1224.0,406.0,12930.0,19429,938.731,1.68,1.807,20005,True
20006,16.577,47.68,1189.0,400.0,12933.0,19431,938.735,1.67,1.791,20006,True
20007,16.567999999999998,47.62,1172.0,400.0,12934.0,19430,938.735,1.68,1.806,20007,True
20008,16.558,47.55,1226.0,406.0,12924.0,19423,938.748,1.69,1.809,20008,True
20009,16.549,47.52,1235.0,409.0,12927.0,19421,938.739,1.7,1.83,20009,True
20010,16.54,47.49,1203.0,408.0,12929.0,19425,938.739,1.71,1.831,20010,True
20011,16.53,47.5,1262.0,423.0,12918.0,19408,938.737,1.69,1.809,20011,True
20012,16.521,48.26,1300.0,431.0,12912.0,19404,938.737,1.67,1.794,20012,True
20013,16.511,49.11,1289.0,431.0,12915.0,19408,938.738,1.67,1.789,20013,True
20014,16.502,49.92,1243.0,412.0,12922.0,19421,938.737,1.61,1.731,20014,True
20015,16.493,50.54,1262.0,418.0,12920.0,19408,938.74,1.58,1.692,20015,True
20016,16.483,51.08,1251.0,413.0,12924.0,19419,938.738,1.52,1.6269999999999998,20016,True
20017,16.474,51.51,1226.0,414.0,12926.0,19421,938.733,1.5,1.614,20017,True
20018,16.464000000000002,51.8,1214.0,415.0,12922.0,19423,938.737,1.5,1.61,20018,True
20019,16.455,52.15,1193.0,411.0,12929.0,19430,938.735,1.51,1.6230000000000002,20019,True
20020,16.445,52.39,1226.0,412.0,12926.0,19433,938.745,1.52,1.6269999999999998,20020,True
20021,16.436,52.55,1233.0,411.0,12932.0,19430,938.749,1.5,1.605,20021,True
20022,16.426,52.73,1205.0,412.0,12923.0,19426,938.744,1.49,1.594,20022,True
20023,16.417,52.85,1187.0,410.0,12929.0,19430,938.742,1.43,1.535,20023,True
20024,16.407,53.02,1212.0,401.0,12928.0,19425,938.74,1.42,1.523,20024,True
20025,16.398,53.09,1239.0,412.0,12924.0,19428,938.738,1.43,1.537,20025,True
20026,16.387999999999998,53.25,1214.0,417.0,12924.0,19423,938.733,1.44,1.5419999999999998,20026,True
20027,16.378,53.28,1253.0,415.0,12923.0,19421,938.726,1.42,1.523,20027,True
20028,16.369,53.41,1226.0,415.0,12925.0,19431,938.737,1.4,1.501,20028,True
20029,16.359,53.49,1187.0,408.0,12925.0,19429,938.739,1.36,1.457,20029,True
20030,16.35,53.57,1189.0,406.0,12930.0,19430,938.741,1.36,1.459,20030,True
20031,16.34,53.61,1251.0,416.0,12920.0,19427,938.739,1.36,1.459,20031,True
20032,16.33,53.7,1254.0,413.0,12923.0,19419,938.737,1.37,1.472,20032,True
20033,16.320999999999998,53.75,1237.0,423.0,12923.0,19423,938.736,1.37,1.473,20033,True
20034,16.311,53.81,1256.0,408.0,12927.0,19416,938.738,1.36,1.463,20034,True
20035,16.301,53.85,1254.0,413.0,12922.0,19422,938.729,1.35,1.445,20035,True
20036,16.292,53.96,1253.0,409.0,12920.0,19417,938.735,1.33,1.429,20036,True
20037,16.282,53.97,1287.0,414.0,12921.0,19414,938.739,1.31,1.404,20037,True
20038,16.272000000000002,54.02,1222.0,415.0,12922.0,19419,938.743,1.29,1.385,20038,True
20039,16.262999999999998,54.04,1256.0,412.0,12924.0,19409,938.744,1.26,1.357,20039,True
20040,16.253,54.06,1270.0,411.0,12923.0,19413,938.739,1.25,1.346,20040,True
20041,16.243,54.1,1189.0,400.0,12939.0,19433,938.738,1.27,1.3630000000000002,20041,True
20042,16.233,53.33,1191.0,400.0,12934.0,19433,938.727,1.3,1.393,20042,True
20043,16.224,52.4,1191.0,400.0,12937.0,19439,938.731,1.31,1.4069999999999998,20043,True
20044,16.214000000000002,51.57,1197.0,400.0,12931.0,19433,938.731,1.35,1.4509999999999998,20044,True
20045,16.204,50.91,1172.0,400.0,12936.0,19432,938.738,1.37,1.4680000000000002,20045,True
20046,16.194000000000003,50.32,1220.0,400.0,12929.0,19420,938.727,1.39,1.495,20046,True
20047,16.185,49.9,1233.0,406.0,12932.0,19420,938.729,1.39,1.491,20047,True
20048,16.175,49.53,1266.0,417.0,12921.0,19415,938.73,1.39,1.495,20048,True
20049,16.165,49.27,1214.0,404.0,12931.0,19427,938.746,1.4,1.5019999999999998,20049,True
20050,16.155,49.02,1245.0,403.0,12934.0,19420,938.754,1.44,1.55,20050,True
20051,16.145,48.85,1274.0,410.0,12923.0,19417,938.753,1.46,1.564,20051,True
20052,16.135,48.67,1228.0,406.0,12929.0,19415,938.743,1.48,1.5930000000000002,20052,True
20053,16.125999999999998,48.54,1279.0,408.0,12927.0,19410,938.742,1.49,1.599,20053,True
20054,16.116,48.45,1253.0,412.0,12932.0,19416,938.75,1.5,1.608,20054,True
20055,16.105999999999998,48.35,1256.0,403.0,12929.0,19419,938.738,1.49,1.595,20055,True
20056,16.096,48.2,1241.0,403.0,12933.0,19425,938.739,1.46,1.57,20056,True
20057,16.086,48.15,1247.0,413.0,12927.0,19412,938.736,1.47,1.5719999999999998,20057,True
20058,16.076,48.07,1226.0,401.0,12930.0,19409,938.721,1.48,1.59,20058,True
20059,16.066,47.97,1210.0,400.0,12936.0,19429,938.733,1.5,1.605,20059,True
20060,16.055999999999997,47.93,1230.0,400.0,12930.0,19419,938.743,1.51,1.617,20060,True
20061,16.046,47.87,1254.0,409.0,12926.0,19417,938.741,1.54,1.656,20061,True
20062,16.035999999999998,47.8,1224.0,407.0,12927.0,19416,938.745,1.55,1.665,20062,True
20063,16.026,47.79,1256.0,408.0,12925.0,19415,938.745,1.56,1.676,20063,True
20064,16.016,47.72,1231.0,400.0,12928.0,19418,938.749,1.56,1.6780000000000002,20064,True
20065,16.006,47.69,1256.0,412.0,12923.0,19416,938.738,1.57,1.686,20065,True
20066,15.996,47.66,1260.0,408.0,12931.0,19420,938.733,1.57,1.6840000000000002,20066,True
20067,15.986,47.63,1237.0,400.0,12931.0,19420,938.729,1.58,1.693,20067,True
20068,15.976,47.61,1251.0,406.0,12928.0,19420,938.728,1.57,1.6869999999999998,20068,True
20069,15.966,47.56,1268.0,413.0,12922.0,19415,938.723,1.53,1.639,20069,True
20070,15.956,47.51,1253.0,406.0,12929.0,19420,938.725,1.51,1.617,20070,True
20071,15.946,47.51,1308.0,432.0,12919.0,19407,938.719,1.47,1.5759999999999998,20071,True
20072,15.936,48.3,1306.0,433.0,12916.0,19407,938.727,1.44,1.5419999999999998,20072,True
20073,15.925999999999998,50.14,1285.0,429.0,12916.0,19407,938.731,1.37,1.473,20073,True
20074,15.916,49.89,1308.0,436.0,12911.0,19409,938.737,1.36,1.461,20074,True
20075,15.906,50.6,1289.0,422.0,12920.0,19413,938.743,1.36,1.46,20075,True
20076,15.895,51.1,1268.0,425.0,12923.0,19413,938.743,1.36,1.463,20076,True
20077,15.885,51.54,1241.0,409.0,12925.0,19418,938.74,1.36,1.4580000000000002,20077,True
20078,15.875,51.9,1224.0,413.0,12925.0,19415,938.737,1.35,1.4469999999999998,20078,True
20079,15.865,52.17,1235.0,411.0,12928.0,19421,938.753,1.33,1.425,20079,True
20080,15.855,52.38,1281.0,409.0,12931.0,19424,938.756,1.29,1.384,20080,True
20081,15.845,52.62,1195.0,404.0,12925.0,19414,938.748,1.28,1.372,20081,True
20082,15.834,52.83,1239.0,400.0,12932.0,19421,938.728,1.27,1.361,20082,True
20083,15.824000000000002,52.98,1195.0,400.0,12936.0,19430,938.716,1.27,1.368,20083,True
20084,15.814,53.1,1239.0,400.0,12930.0,19418,938.717,1.32,1.422,20084,True
20085,15.804,53.26,1193.0,400.0,12933.0,19433,938.724,1.36,1.455,20085,True
20086,15.793,53.32,1245.0,410.0,12930.0,19422,938.724,1.42,1.5219999999999998,20086,True
20087,15.783,53.41,1208.0,400.0,12935.0,19424,938.726,1.43,1.531,20087,True
20088,15.773,53.53,1208.0,400.0,12934.0,19423,938.716,1.42,1.525,20088,True
20089,15.763,53.6,1208.0,400.0,12934.0,19424,938.716,1.42,1.52,20089,True
20090,15.752,53.66,1226.0,406.0,12927.0,19421,938.722,1.4,1.5,20090,True
20091,15.742,53.76,1189.0,400.0,12933.0,19433,938.729,1.39,1.494,20091,True
20092,15.732,53.81,1199.0,400.0,12934.0,19432,938.724,1.38,1.483,20092,True
20093,15.720999999999998,50.14,1210.0,400.0,12933.0,19417,938.721,1.38,1.484,20093,True
20094,15.711,53.93,1210.0,400.0,12934.0,19429,938.729,1.37,1.465,20094,True
20095,15.701,53.96,1199.0,400.0,12934.0,19427,938.724,1.35,1.449,20095,True
20096,15.69,54.04,1186.0,400.0,12937.0,19432,938.721,1.34,1.4369999999999998,20096,True
20097,15.68,54.1,1186.0,400.0,12937.0,19439,938.719,1.35,1.454,20097,True
20098,15.67,54.14,1147.0,400.0,12937.0,19446,938.713,1.4,1.501,20098,True
20099,15.659,54.19,1159.0,400.0,12939.0,19438,938.714,1.44,1.551,20099,True
20100,15.649,54.21,1174.0,403.0,12934.0,19430,938.713,1.46,1.565,20100,True
20101,15.639,54.32,1090.0,400.0,12950.0,19455,938.703,1.47,1.582,20101,True
20102,15.628,53.53,1101.0,400.0,12949.0,19458,938.712,1.48,1.591,20102,True
20103,15.618,52.57,1159.0,400.0,12940.0,19436,938.71,1.49,1.597,20103,True
20104,15.607,51.74,1136.0,400.0,12942.0,19449,938.711,1.48,1.588,20104,True
20105,15.597,51.06,1145.0,400.0,12944.0,19446,938.711,1.45,1.942,20105,True
20106,15.586,50.56,1186.0,400.0,12940.0,19435,938.729,1.44,1.55,20106,True
20107,15.576,50.09,1136.0,400.0,12941.0,19439,938.729,1.43,1.537,20107,True
20108,15.565,49.73,1168.0,400.0,12938.0,19440,938.729,1.43,1.533,20108,True
20109,15.555,49.45,1195.0,400.0,12935.0,19427,938.73,1.42,1.523,20109,True
20110,15.5445,49.24,1151.0,400.0,12936.0,19437,938.731,1.42,1.523,20110,True
20111,15.534,49.03,1184.0,400.0,12935.0,19436,938.724,1.44,1.547,20111,True
20112,15.523,48.88,1184.0,400.0,12933.0,19435,938.721,1.45,1.5530000000000002,20112,True
20113,15.513,48.7,1186.0,400.0,12940.0,19425,938.717,1.5,1.607,20113,True
20114,15.502,48.59,1153.0,400.0,12935.0,19434,938.724,1.51,1.625,20114,True
20115,15.492,48.51,1180.0,400.0,12935.0,19437,938.721,1.53,1.64,20115,True
20116,15.481,48.4,1191.0,400.0,12924.0,19430,938.731,1.53,1.646,20116,True
20117,15.470999999999998,48.3,1164.0,400.0,12937.0,19434,938.737,1.56,1.679,20117,True
20118,15.46,48.25,1201.0,400.0,12938.0,19429,938.746,1.59,1.703,20118,True
20119,15.449000000000002,48.2,1199.0,400.0,12944.0,19438,938.735,1.59,1.706,20119,True
20120,15.439,48.1,1161.0,400.0,12937.0,19434,938.727,1.58,1.694,20120,True
20121,15.428,48.09,1176.0,400.0,12937.0,19431,938.728,1.57,1.6880000000000002,20121,True
20122,15.418,48.02,1205.0,400.0,12937.0,19429,938.727,1.58,1.69,20122,True
20123,15.407,47.99,1218.0,400.0,12939.0,19420,938.731,1.57,1.682,20123,True
20124,15.396,47.95,1214.0,400.0,12942.0,19429,938.741,1.56,1.675,20124,True
20125,15.386,47.88,1197.0,400.0,12924.0,19431,938.736,1.58,1.6909999999999998,20125,True
20126,15.375,47.83,1180.0,400.0,12946.0,19438,938.731,1.58,1.6969999999999998,20126,True
20127,15.364,47.81,1161.0,400.0,12944.0,19430,938.729,1.57,1.682,20127,True
20128,15.353,47.71,1201.0,400.0,12946.0,19428,938.738,1.61,1.724,20128,True
20129,15.343,47.71,1143.0,400.0,12955.0,19438,938.741,1.64,1.756,20129,True
20130,15.332,47.59,1210.0,400.0,12946.0,19430,938.747,1.71,1.835,20130,True
20131,15.321,47.58,1266.0,400.0,12937.0,19420,938.746,1.72,1.848,20131,True
20132,15.311,48.33,1262.0,404.0,12929.0,19414,938.736,1.72,1.845,20132,True
20133,15.3,49.23,1249.0,400.0,12935.0,19419,938.729,1.71,1.832,20133,True
20134,15.289,50.0,1247.0,400.0,12939.0,19417,938.734,1.68,1.7990000000000002,20134,True
20135,15.278,50.66,1193.0,400.0,12941.0,19426,938.735,1.67,1.788,20135,True
20136,15.268,51.14,1161.0,400.0,12945.0,19430,938.733,1.65,1.77,20136,True
20137,15.257,51.6,1214.0,400.0,12951.0,19437,938.729,1.63,1.744,20137,True
20138,15.246,51.91,1149.0,400.0,12953.0,19432,938.729,1.61,1.729,20138,True
20139,15.235,52.19,1210.0,400.0,12959.0,19424,938.744,1.6,1.717,20139,True
20140,15.224,52.33,1161.0,400.0,12960.0,19434,938.74,1.61,1.727,20140,True
20141,15.213,52.54,1212.0,400.0,12960.0,19432,938.731,1.63,1.746,20141,True
20142,15.203,52.66,1130.0,400.0,12959.0,19438,938.741,1.65,1.77,20142,True
20143,15.192,52.75,1176.0,400.0,12954.0,19438,938.74,1.7,1.83,20143,True
20144,15.181,52.87,1191.0,400.0,12951.0,19430,938.738,1.74,1.864,20144,True
20145,15.17,52.97,1195.0,400.0,12962.0,19441,938.735,1.77,1.897,20145,True
20146,15.159,53.02,1182.0,400.0,12952.0,19430,938.734,1.77,1.901,20146,True
20147,15.148,53.17,1193.0,400.0,12957.0,19426,938.733,1.79,1.921,20147,True
20148,15.137,53.28,1207.0,400.0,12960.0,19431,938.724,1.78,1.911,20148,True
20149,15.126,53.3,1161.0,400.0,12960.0,19440,938.728,1.72,1.851,20149,True
20150,15.115,53.35,1174.0,400.0,12963.0,19435,938.726,1.7,1.83,20150,True
20151,15.105,53.39,1210.0,400.0,12957.0,19428,938.724,1.66,1.778,20151,True
20152,15.094,53.41,1147.0,400.0,12968.0,19439,938.728,1.64,1.756,20152,True
20153,15.083,53.39,1212.0,400.0,12962.0,19425,938.737,1.62,1.737,20153,True
20154,15.072,53.4,1147.0,400.0,12964.0,19425,938.738,1.62,1.74,20154,True
20155,15.061,53.36,1174.0,400.0,12970.0,19435,938.725,1.62,1.743,20155,True
20156,15.05,53.33,1189.0,400.0,12974.0,19434,938.735,1.67,1.795,20156,True
20157,15.039,53.31,1163.0,400.0,12980.0,19438,938.731,1.7,1.822,20157,True
20158,15.028,53.36,1140.0,400.0,12993.0,19448,938.746,1.74,1.863,20158,True
20159,15.017,53.35,1092.0,400.0,12989.0,19449,938.732,1.76,1.894,20159,True
20160,15.005999999999998,53.38,1107.0,400.0,12994.0,19458,938.731,1.85,1.983,20160,True
20161,14.995,53.32,981.0,400.0,13015.0,19480,938.727,1.88,2.02,20161,True
20162,14.983,52.49,1000.0,400.0,13016.0,19472,938.738,1.96,2.107,20162,True
20163,14.972,51.48,1023.0,400.0,13010.0,19476,938.73,2.01,2.155,20163,True
20164,14.961,50.61,1023.0,400.0,13012.0,19473,938.721,2.04,2.192,20164,True
20165,14.95,49.9,1009.0,400.0,13012.0,19469,938.719,2.04,2.19,20165,True
20166,14.939,49.27,1021.0,400.0,13016.0,19475,938.724,2.05,2.205,20166,True
20167,14.928,48.83,940.0,400.0,13017.0,19477,938.727,2.06,2.206,20167,True
20168,14.917,48.49,927.0,400.0,13026.0,19494,938.729,2.09,2.241,20168,True
20169,14.906,48.15,950.0,400.0,13026.0,19495,938.739,2.11,2.264,20169,True
20170,14.895,47.92,933.0,400.0,13023.0,19499,938.745,2.17,2.334,20170,True
20171,14.884,47.66,956.0,400.0,13021.0,19488,938.753,2.21,2.374,20171,True
20172,14.872,47.44,950.0,400.0,13017.0,19490,938.761,2.22,2.382,20172,True
20173,14.861,47.28,923.0,400.0,13027.0,19491,938.751,2.18,2.343,20173,True
20174,14.85,47.17,925.0,400.0,13030.0,19492,938.739,2.14,2.294,20174,True
20175,14.839,47.09,906.0,400.0,13031.0,19504,938.739,2.09,2.248,20175,True
20176,14.828,47.01,944.0,400.0,13029.0,19498,938.744,2.08,2.229,20176,True
20177,14.816,46.87,944.0,400.0,13027.0,19497,938.749,2.1,2.249,20177,True
20178,14.805,46.78,915.0,400.0,13025.0,19495,938.751,2.09,2.242,20178,True
20179,14.794,46.74,898.0,400.0,13023.0,19503,938.75,2.1,2.251,20179,True
20180,14.783,46.68,919.0,400.0,13026.0,19502,938.751,2.09,2.248,20180,True
20181,14.772,46.68,902.0,400.0,13022.0,19497,938.749,2.09,2.241,20181,True
20182,14.76,46.61,906.0,400.0,13016.0,19498,938.744,2.1,2.252,20182,True
20183,14.749,46.54,894.0,400.0,13018.0,19507,938.744,2.12,2.28,20183,True
20184,14.738,46.49,923.0,400.0,13015.0,19505,938.753,2.13,2.2880000000000003,20184,True
20185,14.726,46.48,923.0,400.0,13020.0,19502,938.746,2.22,2.381,20185,True
20186,14.715,46.47,933.0,400.0,13008.0,19497,938.754,2.24,2.403,20186,True
20187,14.704,46.44,923.0,400.0,13012.0,19503,938.749,2.25,2.41,20187,True
20188,14.692,46.46,938.0,400.0,13009.0,19499,938.747,2.25,2.41,20188,True
20189,14.681,46.48,954.0,400.0,13001.0,19493,938.74,2.23,2.393,20189,True
20190,14.67,46.44,898.0,400.0,13007.0,19499,938.739,2.21,2.371,20190,True
20191,14.658,46.47,1007.0,400.0,12989.0,19474,938.747,2.21,2.37,20191,True
20192,14.647,47.3,1074.0,400.0,12980.0,19463,938.742,2.17,2.324,20192,True
20193,14.636,48.13,1069.0,400.0,12982.0,19465,938.749,2.17,2.326,20193,True
20194,14.624,48.94,1050.0,400.0,12985.0,19473,938.745,2.17,2.33,20194,True
20195,14.613,49.59,1034.0,400.0,12985.0,19470,938.744,2.18,2.34,20195,True
20196,14.602,50.19,1032.0,400.0,12973.0,19468,938.758,2.17,2.334,20196,True
20197,14.59,50.73,1011.0,400.0,12974.0,19470,938.746,2.16,2.32,20197,True
20198,14.579,51.2,1038.0,400.0,12959.0,19465,938.732,2.13,2.281,20198,True
20199,14.567,51.62,1069.0,400.0,12951.0,19460,938.733,2.1,2.256,20199,True
20200,14.556,52.02,1059.0,400.0,12954.0,19466,938.743,2.05,2.205,20200,True
20201,14.544,52.36,1078.0,400.0,12951.0,19470,938.747,2.06,2.216,20201,True
20202,14.533,52.59,1076.0,400.0,12943.0,19450,938.737,2.09,2.2430000000000003,20202,True
20203,14.521,52.77,1090.0,400.0,12940.0,19456,938.735,2.1,2.251,20203,True
20204,14.51,52.9,1096.0,400.0,12946.0,19456,938.731,2.1,2.259,20204,True
20205,14.498,53.03,1161.0,400.0,12939.0,19450,938.743,2.11,2.26,20205,True
20206,14.487,53.16,1176.0,400.0,12934.0,19438,938.74,2.05,2.198,20206,True
20207,14.475,53.26,1149.0,400.0,12934.0,19444,938.736,2.02,2.168,20207,True
20208,14.464,53.32,1103.0,400.0,12940.0,19453,938.733,1.98,2.13,20208,True
20209,14.452,53.4,1166.0,400.0,12939.0,19440,938.737,1.96,2.105,20209,True
20210,14.441,53.47,1124.0,400.0,12944.0,19449,938.736,1.99,2.134,20210,True
20211,14.429,53.49,1145.0,400.0,12935.0,19437,938.725,2.03,2.178,20211,True
20212,14.418,53.53,1138.0,400.0,12944.0,19443,938.718,2.04,2.193,20212,True
20213,14.406,53.61,1122.0,400.0,12943.0,19443,938.722,2.04,2.189,20213,True
20214,14.395,53.63,981.0,400.0,12947.0,19439,938.72,2.03,2.176,20214,True
20215,14.383,53.7,1168.0,400.0,12941.0,19445,938.716,2.04,2.192,20215,True
20216,14.371,53.72,1140.0,400.0,12939.0,19442,938.723,2.05,2.201,20216,True
20217,14.36,53.77,1195.0,400.0,12940.0,19428,938.716,2.05,2.197,20217,True
20218,14.348,53.83,1172.0,400.0,12942.0,19440,938.713,2.07,2.226,20218,True
20219,14.337,53.88,1184.0,400.0,12943.0,19435,938.718,2.11,2.264,20219,True
20220,14.325,53.9,1159.0,400.0,12939.0,19441,938.725,2.12,2.277,20220,True
20221,14.313,53.94,1124.0,400.0,12961.0,19462,938.716,2.15,2.306,20221,True
20222,14.302,53.11,1109.0,400.0,12953.0,19447,938.71,2.15,2.305,20222,True
20223,14.29,52.14,1115.0,400.0,12954.0,19450,938.715,2.14,2.292,20223,True
20224,14.278,51.27,1117.0,400.0,12954.0,19443,938.717,2.13,2.281,20224,True
20225,14.267,50.65,1159.0,400.0,12953.0,19443,938.735,2.11,2.261,20225,True
20226,14.255,50.06,1117.0,400.0,12958.0,19449,938.731,2.09,2.2430000000000003,20226,True
20227,14.243,49.62,1141.0,400.0,12953.0,19441,938.739,2.07,2.222,20227,True
20228,14.231,49.27,1151.0,400.0,12947.0,19438,938.741,2.03,2.174,20228,True
20229,14.22,48.98,1145.0,400.0,12946.0,19432,938.74,2.0,2.148,20229,True
20230,14.208,48.83,1166.0,400.0,12947.0,19440,938.734,1.91,2.05,20230,True
20231,14.196,48.71,1191.0,400.0,12942.0,19425,938.733,1.85,1.985,20231,True
20232,14.185,48.55,1157.0,400.0,12947.0,19441,938.733,1.81,1.945,20232,True
20233,14.173,48.49,1220.0,400.0,12937.0,19422,938.726,1.8,1.936,20233,True
20234,14.161,48.34,1222.0,404.0,12933.0,19422,938.723,1.79,1.922,20234,True
20235,14.149,48.22,1201.0,400.0,12941.0,19430,938.726,1.78,1.907,20235,True
20236,14.137,48.14,1224.0,412.0,12933.0,19422,938.73,1.78,1.909,20236,True
20237,14.126,48.07,1220.0,401.0,12938.0,19427,938.721,1.8,1.936,20237,True
20238,14.114,47.99,1266.0,415.0,12930.0,19411,938.723,1.87,2.002,20238,True
20239,14.102,48.01,1264.0,409.0,12932.0,19412,938.726,1.9,2.04,20239,True
20240,14.09,47.87,1256.0,420.0,12932.0,19412,938.731,1.92,2.06,20240,True
20241,14.078,47.83,1212.0,405.0,12934.0,19419,938.715,1.93,2.073,20241,True
20242,14.066,47.83,1237.0,401.0,12929.0,19415,938.719,1.9,2.041,20242,True
20243,14.055,47.77,1264.0,406.0,12932.0,19415,938.724,1.89,2.027,20243,True
20244,14.043,47.69,1327.0,421.0,12926.0,19405,938.728,1.89,2.031,20244,True
20245,14.031,47.69,1272.0,420.0,12932.0,19411,938.739,1.88,2.022,20245,True
20246,14.019,47.63,1289.0,408.0,12923.0,19409,938.733,1.89,2.026,20246,True
20247,14.007,47.6,1300.0,422.0,12924.0,19398,938.731,1.88,2.02,20247,True
20248,13.995,47.52,1283.0,415.0,12932.0,19407,938.735,1.87,2.012,20248,True
20249,13.983,47.5,1314.0,408.0,12932.0,19411,938.731,1.84,1.972,20249,True
20250,13.970999999999998,47.45,1300.0,423.0,12929.0,19398,938.735,1.8,1.936,20250,True
20251,13.959,47.48,1396.0,450.0,12913.0,19384,938.735,1.73,1.861,20251,True
20252,13.947,48.22,1396.0,449.0,12911.0,19374,938.733,1.71,1.838,20252,True
20253,13.935,49.1,1352.0,436.0,12916.0,19383,938.73,1.67,1.797,20253,True
20254,13.923,49.88,1360.0,442.0,12915.0,19386,938.725,1.66,1.779,20254,True
20255,13.912,50.59,1396.0,438.0,12922.0,19389,938.735,1.63,1.746,20255,True
20256,13.9,51.11,1375.0,433.0,12919.0,19397,938.738,1.61,1.732,20256,True
20257,13.888,51.54,1329.0,423.0,12917.0,19393,938.745,1.6,1.717,20257,True
20258,13.876,51.92,1310.0,424.0,12925.0,19400,938.744,1.59,1.705,20258,True
20259,13.864,52.24,1289.0,426.0,12925.0,19394,938.74,1.58,1.699,20259,True
20260,13.851,52.44,1321.0,418.0,12926.0,19401,938.72,1.59,1.711,20260,True
20261,13.839,52.67,1350.0,433.0,12921.0,19392,938.732,1.59,1.703,20261,True
20262,13.827,52.93,1300.0,419.0,12925.0,19396,938.734,1.59,1.703,20262,True
20263,13.815,53.09,1325.0,433.0,12922.0,19399,938.732,1.55,1.663,20263,True
20264,13.803,53.24,1339.0,424.0,12915.0,19390,938.741,1.53,1.644,20264,True
20265,13.791,53.39,1352.0,427.0,12922.0,19396,938.741,1.51,1.62,20265,True
20266,13.779000000000002,53.53,1333.0,425.0,12924.0,19397,938.748,1.45,1.5619999999999998,20266,True
20267,13.767,53.65,1371.0,435.0,12922.0,19398,938.742,1.42,1.521,20267,True
20268,13.755,53.74,1316.0,422.0,12919.0,19400,938.736,1.38,1.479,20268,True
20269,13.743,53.83,1352.0,426.0,12919.0,19389,938.734,1.37,1.473,20269,True
20270,13.731,53.9,1346.0,426.0,12923.0,19394,938.729,1.35,1.454,20270,True
20271,13.719,53.94,1346.0,429.0,12916.0,19391,938.732,1.35,1.4480000000000002,20271,True
20272,13.706,54.06,1323.0,419.0,12921.0,19401,938.735,1.4,1.5019999999999998,20272,True
20273,13.694,54.08,1318.0,426.0,12923.0,19395,938.732,1.4,1.507,20273,True
20274,13.682,54.16,1367.0,438.0,12914.0,19390,938.746,1.39,1.4880000000000002,20274,True
20275,13.67,54.2,1335.0,431.0,12918.0,19395,938.745,1.38,1.483,20275,True
20276,13.658,54.24,1323.0,422.0,12921.0,19397,938.739,1.38,1.476,20276,True
20277,13.646,54.27,1295.0,421.0,12928.0,19399,938.739,1.37,1.469,20277,True
20278,13.633,54.34,1320.0,426.0,12922.0,19397,938.735,1.37,1.47,20278,True
20279,13.621,54.35,1291.0,415.0,12925.0,19404,938.748,1.39,1.491,20279,True
20280,13.609000000000002,54.41,1277.0,413.0,12925.0,19409,938.731,1.45,1.561,20280,True
20281,13.597,54.48,1233.0,400.0,12945.0,19424,938.726,1.49,1.599,20281,True
20282,13.585,53.66,1201.0,400.0,12945.0,19430,938.723,1.57,1.682,20282,True
20283,13.572,52.74,1208.0,400.0,12946.0,19426,938.723,1.62,1.735,20283,True
20284,13.56,51.89,1247.0,400.0,12934.0,19415,938.718,1.65,1.776,20284,True
20285,13.548,51.24,1224.0,400.0,12937.0,19418,938.717,1.74,1.869,20285,True
20286,13.536,50.7,1235.0,400.0,12940.0,19423,938.721,1.79,1.926,20286,True
20287,13.523,50.25,1237.0,400.0,12941.0,19418,938.725,1.84,1.977,20287,True
20288,13.511,49.92,1241.0,404.0,12937.0,19418,938.741,1.84,1.971,20288,True
20289,13.499,49.59,1256.0,400.0,12938.0,19421,938.74,1.78,1.914,20289,True
20290,13.486,49.37,1260.0,401.0,12937.0,19415,938.74,1.77,1.901,20290,True
20291,13.474,49.2,1230.0,408.0,12936.0,19414,938.738,1.74,1.865,20291,True
20292,13.462,49.01,1260.0,400.0,12934.0,19416,938.743,1.73,1.853,20292,True
20293,13.45,48.86,1293.0,410.0,12931.0,19404,938.742,1.68,1.805,20293,True
20294,13.437,48.74,1260.0,401.0,12937.0,19409,938.739,1.65,1.773,20294,True
20295,13.425,48.66,1260.0,400.0,12933.0,19404,938.739,1.6,1.722,20295,True
20296,13.412,48.57,1283.0,408.0,12938.0,19415,938.74,1.61,1.725,20296,True
20297,13.4,48.46,1272.0,405.0,12939.0,19411,938.738,1.66,1.778,20297,True
20298,13.388,48.38,1262.0,400.0,12938.0,19411,938.745,1.67,1.798,20298,True
